Date,Username,Rating,Review Text,cleaning,case_folding,normalisasi,tokenize,stopword removal,steming_data,Sentiment
2024-12-14 17:22:23,Ani ulan Lestari,1,"Knp tiktok kok sering lelet, sering tiba"" keluar sendiri, masuk awal jg lama bgt, knp...??? Bikin males buka tiktok😤😢",Knp tiktok kok sering lelet sering tiba keluar sendiri masuk awal jg lama bgt knp Bikin males buka tiktok,knp tiktok kok sering lelet sering tiba keluar sendiri masuk awal jg lama bgt knp bikin males buka tiktok,kenapa tiktok kok sering lelet sering tiba keluar sendiri masuk awal juga lama banget kenapa bikin malas buka tiktok,"['kenapa', 'tiktok', 'kok', 'sering', 'lelet', 'sering', 'tiba', 'keluar', 'sendiri', 'masuk', 'awal', 'juga', 'lama', 'banget', 'kenapa', 'bikin', 'malas', 'buka', 'tiktok']","['tiktok', 'lelet', 'masuk', 'banget', 'bikin', 'malas', 'buka', 'tiktok']",tiktok lelet masuk banget bikin malas buka tiktok,Negative
2024-12-14 17:21:04,Raisa Putry,5,anjayyyyyyyyy,anjayyyyyyyyy,anjayyyyyyyyy,anjayyyyyyyyy,['anjayyyyyyyyy'],['anjayyyyyyyyy'],anjayyyyyyyyy,Positif
2024-12-14 17:20:31,Dinni Yuliani,3,"Bintang 3 aja dulu,",Bintang  aja dulu,bintang  aja dulu,bintang saja dulu,"['bintang', 'saja', 'dulu']",['bintang'],bintang,Negative
2024-12-14 17:20:22,Fitria Junaidah,4,"kenapa ya akun saya tidak bisa live game seluler,mohon bantuan secepatnya tiktok, udah laporkan masalah tapi ga diurus urus.saya kasih bintang 4 dlu klo udah bisa live gamenya baru saya kasih bintang 5",kenapa ya akun saya tidak bisa live game selulermohon bantuan secepatnya tiktok udah laporkan masalah tapi ga diurus urussaya kasih bintang  dlu klo udah bisa live gamenya baru saya kasih bintang ,kenapa ya akun saya tidak bisa live game selulermohon bantuan secepatnya tiktok udah laporkan masalah tapi ga diurus urussaya kasih bintang  dlu klo udah bisa live gamenya baru saya kasih bintang ,kenapa ya akun saya tidak bisa live game selulermohon bantuan secepatnya tiktok sudah laporkan masalah tapi tidak diurus urussaya kasih bintang dulu kalau sudah bisa live gamenya baru saya kasih bintang,"['kenapa', 'ya', 'akun', 'saya', 'tidak', 'bisa', 'live', 'game', 'selulermohon', 'bantuan', 'secepatnya', 'tiktok', 'sudah', 'laporkan', 'masalah', 'tapi', 'tidak', 'diurus', 'urussaya', 'kasih', 'bintang', 'dulu', 'kalau', 'sudah', 'bisa', 'live', 'gamenya', 'baru', 'saya', 'kasih', 'bintang']","['ya', 'akun', 'live', 'game', 'selulermohon', 'bantuan', 'secepatnya', 'tiktok', 'laporkan', 'diurus', 'urussaya', 'kasih', 'bintang', 'live', 'gamenya', 'kasih', 'bintang']",ya akun live game selulermohon bantu cepat tiktok lapor urus urussaya kasih bintang live gamenya kasih bintang,Positif
2024-12-14 17:20:09,Achmad Risandi,5,Jaringan sangat luas,Jaringan sangat luas,jaringan sangat luas,jaringan sangat luas,"['jaringan', 'sangat', 'luas']","['jaringan', 'luas']",jaring luas,Positif
2024-12-14 17:18:17,Reza Fahlevi,5,Naik kan viewers konten saya,Naik kan viewers konten saya,naik kan viewers konten saya,naik kan viewers konten saya,"['naik', 'kan', 'viewers', 'konten', 'saya']","['viewers', 'konten']",viewers konten,Positif
2024-12-14 17:18:08,Wawan Ello,5,Bagus dan menyenangkan,Bagus dan menyenangkan,bagus dan menyenangkan,bagus dan menyenangkan,"['bagus', 'dan', 'menyenangkan']","['bagus', 'menyenangkan']",bagus senang,Negative
2024-12-14 17:17:40,Najwa Saidina,5,"seruuuuuu, bukan hanya liburan tapi juga banyak hal yang memotivasi❤️❤️❤️❤️",seruuuuuu bukan hanya liburan tapi juga banyak hal yang memotivasi,seruuuuuu bukan hanya liburan tapi juga banyak hal yang memotivasi,seruuuuuu bukan hanya liburan tapi juga banyak hal yang memotivasi,"['seruuuuuu', 'bukan', 'hanya', 'liburan', 'tapi', 'juga', 'banyak', 'hal', 'yang', 'memotivasi']","['seruuuuuu', 'liburan', 'memotivasi']",seruuuuuu libur motivasi,Positif
2024-12-14 17:16:50,Dollah,4,Ok sangat menarik,Ok sangat menarik,ok sangat menarik,ok sangat menarik,"['ok', 'sangat', 'menarik']","['ok', 'menarik']",ok tarik,Positif
2024-12-14 17:16:17,Aura Miftakhu,5,Ini sangat bagus dan saya menyukai nya dan saya bisa bikin vidio bareng temen saya terima kasih ya maksihhhhh,Ini sangat bagus dan saya menyukai nya dan saya bisa bikin vidio bareng temen saya terima kasih ya maksihhhhh,ini sangat bagus dan saya menyukai nya dan saya bisa bikin vidio bareng temen saya terima kasih ya maksihhhhh,ini sangat bagus dan saya menyukai ya dan saya bisa bikin vidio bareng teman saya terima kasih ya maksihhhhh,"['ini', 'sangat', 'bagus', 'dan', 'saya', 'menyukai', 'ya', 'dan', 'saya', 'bisa', 'bikin', 'vidio', 'bareng', 'teman', 'saya', 'terima', 'kasih', 'ya', 'maksihhhhh']","['bagus', 'menyukai', 'ya', 'bikin', 'vidio', 'bareng', 'teman', 'terima', 'kasih', 'ya', 'maksihhhhh']",bagus suka ya bikin vidio bareng teman terima kasih ya maksihhhhh,Positif
2024-12-14 17:16:05,Wawan Darmawan,3,Kasih B3 aja dulu pengalaman saya pakai tiktok ini mental Mulu..klw pas topup koin malah mental keluar apk..tolong perbaiki lagii,Kasih B aja dulu pengalaman saya pakai tiktok ini mental Muluklw pas topup koin malah mental keluar apktolong perbaiki lagii,kasih b aja dulu pengalaman saya pakai tiktok ini mental muluklw pas topup koin malah mental keluar apktolong perbaiki lagii,kasih b saja dulu pengalaman saya pakai tiktok ini mental muluklw pas topup koin malah mental keluar apktolong perbaiki lagi,"['kasih', 'b', 'saja', 'dulu', 'pengalaman', 'saya', 'pakai', 'tiktok', 'ini', 'mental', 'muluklw', 'pas', 'topup', 'koin', 'malah', 'mental', 'keluar', 'apktolong', 'perbaiki', 'lagi']","['kasih', 'b', 'pengalaman', 'pakai', 'tiktok', 'mental', 'muluklw', 'pas', 'topup', 'koin', 'mental', 'apktolong', 'perbaiki']",kasih b alam pakai tiktok mental muluklw pas topup koin mental apktolong baik,Positif
2024-12-14 17:14:12,Muhammad Rizki,4,Sangat seru sekali kontennya,Sangat seru sekali kontennya,sangat seru sekali kontennya,sangat seru sekali kontennya,"['sangat', 'seru', 'sekali', 'kontennya']","['seru', 'kontennya']",seru konten,Positif
2024-12-14 17:13:44,FIRZA “Firza” Dis,1,"aplikasi bagus,tapi setiap update selalu ada aja salah nya,contoh nya penyimpanan foto biasa nya sekarang harus bulak balik dulu,abis itu juga sekarang malah fitur nya gitu mending balikin tiktok yang dulu deh,ga pernah suka sama yang sekarang semakin update semakin ga suka makin aneh sekarang tiktok tida kayak dulu lebih suka yang dulu balikin la min kurang suka banget sma yang sekarang fto harus effort dulu balikin minn, kita lebih suka tiktok yang dulu min balikin la min 😔🙏🏻",aplikasi bagustapi setiap update selalu ada aja salah nyacontoh nya penyimpanan foto biasa nya sekarang harus bulak balik duluabis itu juga sekarang malah fitur nya gitu mending balikin tiktok yang dulu dehga pernah suka sama yang sekarang semakin update semakin ga suka makin aneh sekarang tiktok tida kayak dulu lebih suka yang dulu balikin la min kurang suka banget sma yang sekarang fto harus effort dulu balikin minn kita lebih suka tiktok yang dulu min balikin la min ,aplikasi bagustapi setiap update selalu ada aja salah nyacontoh nya penyimpanan foto biasa nya sekarang harus bulak balik duluabis itu juga sekarang malah fitur nya gitu mending balikin tiktok yang dulu dehga pernah suka sama yang sekarang semakin update semakin ga suka makin aneh sekarang tiktok tida kayak dulu lebih suka yang dulu balikin la min kurang suka banget sma yang sekarang fto harus effort dulu balikin minn kita lebih suka tiktok yang dulu min balikin la min ,aplikasi bagustapi setiap update selalu ada saja salah nyacontoh ya penyimpanan foto biasa ya sekarang harus bulak balik duluabis itu juga sekarang malah fitur ya begitu mending balikin tiktok yang dulu dehga pernah suka sama yang sekarang semakin update semakin tidak suka makin aneh sekarang tiktok tida kayak dulu lebih suka yang dulu balikin lah min kurang suka banget sama yang sekarang foto harus effort dulu balikin minn kita lebih suka tiktok yang dulu min balikin lah min,"['aplikasi', 'bagustapi', 'setiap', 'update', 'selalu', 'ada', 'saja', 'salah', 'nyacontoh', 'ya', 'penyimpanan', 'foto', 'biasa', 'ya', 'sekarang', 'harus', 'bulak', 'balik', 'duluabis', 'itu', 'juga', 'sekarang', 'malah', 'fitur', 'ya', 'begitu', 'mending', 'balikin', 'tiktok', 'yang', 'dulu', 'dehga', 'pernah', 'suka', 'sama', 'yang', 'sekarang', 'semakin', 'update', 'semakin', 'tidak', 'suka', 'makin', 'aneh', 'sekarang', 'tiktok', 'tida', 'kayak', 'dulu', 'lebih', 'suka', 'yang', 'dulu', 'balikin', 'lah', 'min', 'kurang', 'suka', 'banget', 'sama', 'yang', 'sekarang', 'foto', 'harus', 'effort', 'dulu', 'balikin', 'minn', 'kita', 'lebih', 'suka', 'tiktok', 'yang', 'dulu', 'min', 'balikin', 'lah', 'min']","['aplikasi', 'bagustapi', 'update', 'salah', 'nyacontoh', 'ya', 'penyimpanan', 'foto', 'ya', 'bulak', 'duluabis', 'fitur', 'ya', 'mending', 'balikin', 'tiktok', 'dehga', 'suka', 'update', 'suka', 'aneh', 'tiktok', 'tida', 'kayak', 'suka', 'balikin', 'min', 'suka', 'banget', 'foto', 'effort', 'balikin', 'minn', 'suka', 'tiktok', 'min', 'balikin', 'min']",aplikasi bagustapi update salah nyacontoh ya simpan foto ya bulak duluabis fitur ya mending balikin tiktok dehga suka update suka aneh tiktok tida kayak suka balikin min suka banget foto effort balikin minn suka tiktok min balikin min,Positif
2024-12-14 17:13:10,Novi Anti,4,Ga tau kenapa tiktok susah dibuka harus downlod tiap hari,Ga tau kenapa tiktok susah dibuka harus downlod tiap hari,ga tau kenapa tiktok susah dibuka harus downlod tiap hari,tidak tau kenapa tiktok susah dibuka harus downlod tiap hari,"['tidak', 'tau', 'kenapa', 'tiktok', 'susah', 'dibuka', 'harus', 'downlod', 'tiap', 'hari']","['tau', 'tiktok', 'susah', 'dibuka', 'downlod']",tau tiktok susah buka downlod,Negative
2024-12-14 17:12:58,Afni Nurul,1,"Tik tok makin jelek masa baru masuk langsung keluar sendiri , apaan coba , gara gara aplikasi ini memorimu langsung penuh , nyesel aku donlont , tik tok bukannya tambah bagus malah tambah jelek , beneren dong, mb nya makin lama makin banyak , mending aku donlont yang lain",Tik tok makin jelek masa baru masuk langsung keluar sendiri  apaan coba  gara gara aplikasi ini memorimu langsung penuh  nyesel aku donlont  tik tok bukannya tambah bagus malah tambah jelek  beneren dong mb nya makin lama makin banyak  mending aku donlont yang lain,tik tok makin jelek masa baru masuk langsung keluar sendiri  apaan coba  gara gara aplikasi ini memorimu langsung penuh  nyesel aku donlont  tik tok bukannya tambah bagus malah tambah jelek  beneren dong mb nya makin lama makin banyak  mending aku donlont yang lain,tik tok makin jelek masa baru masuk langsung keluar sendiri apaan coba gara gara aplikasi ini memorimu langsung penuh menyesal aku donlont tik tok bukannya tambah bagus malah tambah jelek beneren dong mbak ya makin lama makin banyak mending aku donlont yang lain,"['tik', 'tok', 'makin', 'jelek', 'masa', 'baru', 'masuk', 'langsung', 'keluar', 'sendiri', 'apaan', 'coba', 'gara', 'gara', 'aplikasi', 'ini', 'memorimu', 'langsung', 'penuh', 'menyesal', 'aku', 'donlont', 'tik', 'tok', 'bukannya', 'tambah', 'bagus', 'malah', 'tambah', 'jelek', 'beneren', 'dong', 'mbak', 'ya', 'makin', 'lama', 'makin', 'banyak', 'mending', 'aku', 'donlont', 'yang', 'lain']","['tik', 'tok', 'jelek', 'masuk', 'langsung', 'coba', 'gara', 'gara', 'aplikasi', 'memorimu', 'langsung', 'penuh', 'menyesal', 'donlont', 'tik', 'tok', 'bagus', 'jelek', 'beneren', 'mbak', 'ya', 'mending', 'donlont']",tik tok jelek masuk langsung coba gara gara aplikasi memori langsung penuh sesal donlont tik tok bagus jelek beneren mbak ya mending donlont,Negative
2024-12-14 17:12:07,Sigit Andriya,5,aplikasi bagus banget,aplikasi bagus banget,aplikasi bagus banget,aplikasi bagus banget,"['aplikasi', 'bagus', 'banget']","['aplikasi', 'bagus', 'banget']",aplikasi bagus banget,Negative
2024-12-14 17:12:04,Alfiana N.L,2,"tlg bgt dong bug nya, stiap hari uninstall terus install lg, setiap hari always ngeleg dan bikin hp jadi lemot, pdhl dlu' ga bgni bgt, tlg bgt pihak tiktok di perbaiki dong bug nya, apk bagus masa iya kualitas ny kg si..",tlg bgt dong bug nya stiap hari uninstall terus install lg setiap hari always ngeleg dan bikin hp jadi lemot pdhl dlu ga bgni bgt tlg bgt pihak tiktok di perbaiki dong bug nya apk bagus masa iya kualitas ny kg si,tlg bgt dong bug nya stiap hari uninstall terus install lg setiap hari always ngeleg dan bikin hp jadi lemot pdhl dlu ga bgni bgt tlg bgt pihak tiktok di perbaiki dong bug nya apk bagus masa iya kualitas ny kg si,tolong banget dong bug ya setiap hari uninstall terus install lagi setiap hari always ngeleg dan bikin hp jadi lemot padahal dulu tidak begini banget tolong banget pihak tiktok di perbaiki dong bug ya apk bagus masa iya kualitas nya kg sih,"['tolong', 'banget', 'dong', 'bug', 'ya', 'setiap', 'hari', 'uninstall', 'terus', 'install', 'lagi', 'setiap', 'hari', 'always', 'ngeleg', 'dan', 'bikin', 'hp', 'jadi', 'lemot', 'padahal', 'dulu', 'tidak', 'begini', 'banget', 'tolong', 'banget', 'pihak', 'tiktok', 'di', 'perbaiki', 'dong', 'bug', 'ya', 'apk', 'bagus', 'masa', 'iya', 'kualitas', 'nya', 'kg', 'sih']","['tolong', 'banget', 'bug', 'ya', 'uninstall', 'install', 'always', 'ngeleg', 'bikin', 'hp', 'lemot', 'banget', 'tolong', 'banget', 'tiktok', 'perbaiki', 'bug', 'ya', 'apk', 'bagus', 'iya', 'kualitas', 'nya', 'kg', 'sih']",tolong banget bug ya uninstall install always ngeleg bikin hp lot banget tolong banget tiktok baik bug ya apk bagus iya kualitas nya kg sih,Positif
2024-12-14 17:11:56,Bang Tono,5,Iya,Iya,iya,iya,['iya'],['iya'],iya,Positif
2024-12-14 17:11:18,Reynindra Hizqa,5,Josssss,Josssss,josssss,josssss,['josssss'],['josssss'],josssss,Negative
2024-12-14 17:10:56,Mulyadi Adzkhan,5,Hiburan,Hiburan,hiburan,hiburan,['hiburan'],['hiburan'],hibur,Positif
2024-12-14 17:10:08,oke bisa,1,Kenapa aplikasinya tik tok terus berhenti saja,Kenapa aplikasinya tik tok terus berhenti saja,kenapa aplikasinya tik tok terus berhenti saja,kenapa aplikasinya tik tok terus berhenti saja,"['kenapa', 'aplikasinya', 'tik', 'tok', 'terus', 'berhenti', 'saja']","['aplikasinya', 'tik', 'tok', 'berhenti']",aplikasi tik tok henti,Negative
2024-12-14 17:10:07,Afdal AZz,5,Good joob titok indonesia🥰,Good joob titok indonesia,good joob titok indonesia,good joob titok indonesia,"['good', 'joob', 'titok', 'indonesia']","['good', 'joob', 'titok', 'indonesia']",good joob titok indonesia,Positif
2024-12-14 17:09:24,andiny Achmad,1,Di upgrade mlah tdk bisa di buka,Di upgrade mlah tdk bisa di buka,di upgrade mlah tdk bisa di buka,di upgrade malah tidak bisa di buka,"['di', 'upgrade', 'malah', 'tidak', 'bisa', 'di', 'buka']","['upgrade', 'buka']",upgrade buka,Negative
2024-12-14 17:08:50,Diva,4,Maaf saya kasih bintang 4 karna pas live tiba - tiba saya kena pl/pelanggaran tolong yaa nama akun saya @gita_kiyowoooooo,Maaf saya kasih bintang  karna pas live tiba  tiba saya kena plpelanggaran tolong yaa nama akun saya gitakiyowoooooo,maaf saya kasih bintang  karna pas live tiba  tiba saya kena plpelanggaran tolong yaa nama akun saya gitakiyowoooooo,maaf saya kasih bintang karena pas live tiba tiba saya kena plpelanggaran tolong ya nama akun saya gitakiyowoooooo,"['maaf', 'saya', 'kasih', 'bintang', 'karena', 'pas', 'live', 'tiba', 'tiba', 'saya', 'kena', 'plpelanggaran', 'tolong', 'ya', 'nama', 'akun', 'saya', 'gitakiyowoooooo']","['maaf', 'kasih', 'bintang', 'pas', 'live', 'kena', 'plpelanggaran', 'tolong', 'ya', 'nama', 'akun', 'gitakiyowoooooo']",maaf kasih bintang pas live kena plpelanggaran tolong ya nama akun gitakiyowoooooo,Positif
2024-12-14 17:08:23,Aldy yoo,1,Aplikasi semakin update semakin buruk bukan tmbah baik aplikasi ini harus banyak bug kyak bug saat login ke aplikasi bug saat buka aplikasi bug suka lemot padahl ruang penyimpanan HP saya msih banyak,Aplikasi semakin update semakin buruk bukan tmbah baik aplikasi ini harus banyak bug kyak bug saat login ke aplikasi bug saat buka aplikasi bug suka lemot padahl ruang penyimpanan HP saya msih banyak,aplikasi semakin update semakin buruk bukan tmbah baik aplikasi ini harus banyak bug kyak bug saat login ke aplikasi bug saat buka aplikasi bug suka lemot padahl ruang penyimpanan hp saya msih banyak,aplikasi semakin update semakin buruk bukan tambah baik aplikasi ini harus banyak bug kayak bug saat login ke aplikasi bug saat buka aplikasi bug suka lemot padahal ruang penyimpanan hp saya masih banyak,"['aplikasi', 'semakin', 'update', 'semakin', 'buruk', 'bukan', 'tambah', 'baik', 'aplikasi', 'ini', 'harus', 'banyak', 'bug', 'kayak', 'bug', 'saat', 'login', 'ke', 'aplikasi', 'bug', 'saat', 'buka', 'aplikasi', 'bug', 'suka', 'lemot', 'padahal', 'ruang', 'penyimpanan', 'hp', 'saya', 'masih', 'banyak']","['aplikasi', 'update', 'buruk', 'aplikasi', 'bug', 'kayak', 'bug', 'login', 'aplikasi', 'bug', 'buka', 'aplikasi', 'bug', 'suka', 'lemot', 'ruang', 'penyimpanan', 'hp']",aplikasi update buruk aplikasi bug kayak bug login aplikasi bug buka aplikasi bug suka lot ruang simpan hp,Negative
2024-12-14 17:07:51,Rifky Alviansyah,5,Baguuussssss,Baguuussssss,baguuussssss,baguuussssss,['baguuussssss'],['baguuussssss'],baguuussssss,Positif
2024-12-14 17:05:28,Amora dan Love,5,Bagus baget,Bagus baget,bagus baget,bagus banget,"['bagus', 'banget']","['bagus', 'banget']",bagus banget,Positif
2024-12-14 17:04:17,Hana Hana,5,Aplikasi tiktok sangat seru menyenangkan dan banyak sekali video-video yang amat bagus asik dan juga ada banyak tren yang keren dan menarik dan juga ada banyak konten-konten mukbang yang banyak menarik perhatian banyak orang semoga kedepannya aplikasi tiktok makin populer,Aplikasi tiktok sangat seru menyenangkan dan banyak sekali videovideo yang amat bagus asik dan juga ada banyak tren yang keren dan menarik dan juga ada banyak kontenkonten mukbang yang banyak menarik perhatian banyak orang semoga kedepannya aplikasi tiktok makin populer,aplikasi tiktok sangat seru menyenangkan dan banyak sekali videovideo yang amat bagus asik dan juga ada banyak tren yang keren dan menarik dan juga ada banyak kontenkonten mukbang yang banyak menarik perhatian banyak orang semoga kedepannya aplikasi tiktok makin populer,aplikasi tiktok sangat seru menyenangkan dan banyak sekali videovideo yang amat bagus asik dan juga ada banyak tren yang keren dan menarik dan juga ada banyak kontenkonten mukbang yang banyak menarik perhatian banyak orang semoga kedepannya aplikasi tiktok makin populer,"['aplikasi', 'tiktok', 'sangat', 'seru', 'menyenangkan', 'dan', 'banyak', 'sekali', 'videovideo', 'yang', 'amat', 'bagus', 'asik', 'dan', 'juga', 'ada', 'banyak', 'tren', 'yang', 'keren', 'dan', 'menarik', 'dan', 'juga', 'ada', 'banyak', 'kontenkonten', 'mukbang', 'yang', 'banyak', 'menarik', 'perhatian', 'banyak', 'orang', 'semoga', 'kedepannya', 'aplikasi', 'tiktok', 'makin', 'populer']","['aplikasi', 'tiktok', 'seru', 'menyenangkan', 'videovideo', 'bagus', 'asik', 'tren', 'keren', 'menarik', 'kontenkonten', 'mukbang', 'menarik', 'perhatian', 'orang', 'semoga', 'kedepannya', 'aplikasi', 'tiktok', 'populer']",aplikasi tiktok seru senang videovideo bagus asik tren keren tarik kontenkonten mukbang tarik perhati orang moga depan aplikasi tiktok populer,Positif
2024-12-14 17:03:30,RUMADAI Rumadai,5,aku suka,aku suka,aku suka,aku suka,"['aku', 'suka']",['suka'],suka,Negative
2024-12-14 17:03:14,Cantika Al atifa,5,SANGAT SANGAT BAGUSSSSS......SAYAA SUKAAAAAAA,SANGAT SANGAT BAGUSSSSSSAYAA SUKAAAAAAA,sangat sangat bagussssssayaa sukaaaaaaa,sangat sangat bagussssssayaa sukaaaaaaa,"['sangat', 'sangat', 'bagussssssayaa', 'sukaaaaaaa']","['bagussssssayaa', 'sukaaaaaaa']",bagussssssayaa sukaaaaaaa,Positif
2024-12-14 17:02:57,Rafa Alfiansyah,3,"Bagus tapi tolong diperbaiki lagi bug nya karena, saya harus mendownload ulang jika stuck di logo, karena jika tidak saya download ulang hp saya bakalan lemot",Bagus tapi tolong diperbaiki lagi bug nya karena saya harus mendownload ulang jika stuck di logo karena jika tidak saya download ulang hp saya bakalan lemot,bagus tapi tolong diperbaiki lagi bug nya karena saya harus mendownload ulang jika stuck di logo karena jika tidak saya download ulang hp saya bakalan lemot,bagus tapi tolong diperbaiki lagi bug ya karena saya harus mendownload ulang jika stuck di logo karena jika tidak saya download ulang hp saya bakalan lemot,"['bagus', 'tapi', 'tolong', 'diperbaiki', 'lagi', 'bug', 'ya', 'karena', 'saya', 'harus', 'mendownload', 'ulang', 'jika', 'stuck', 'di', 'logo', 'karena', 'jika', 'tidak', 'saya', 'download', 'ulang', 'hp', 'saya', 'bakalan', 'lemot']","['bagus', 'tolong', 'diperbaiki', 'bug', 'ya', 'mendownload', 'ulang', 'stuck', 'logo', 'download', 'ulang', 'hp', 'lemot']",bagus tolong baik bug ya mendownload ulang stuck logo download ulang hp lot,Negative
